,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,month,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year
953,1401021,2014-01-02,1,153.166492227541,7.0,6.25,9.0,63.0,0.0,3,2,Thursday,1,2014,1,1,0,0,0,0,0,31,1,0
959,1401031,2014-01-03,1,109.484763536521,7.0,6.8375,10.0,63.0,0.0,4,3,Friday,1,2014,1,1,0,0,0,0,0,31,1,0
964,1401041,2014-01-04,1,116.250540066432,5.0,6.9375,11.0,,0.0,5,4,Saturday,1,2014,1,1,1,0,0,0,0,31,1,0
969,1401051,2014-01-05,1,67.7899909491401,7.0,6.1875,11.0,63.0,0.0,6,5,Sunday,1,2014,1,1,1,0,0,0,0,31,1,0
974,1401061,2014-01-06,1,146.911067784297,7.0,7.9125,11.0,65.0,0.0,0,6,Monday,1,2014,2,1,0,0,0,0,0,31,1,0
979,1401071,2014-01-07,1,147.5457609484,7.0,10.4375,13.0,,0.0,1,7,Tuesday,1,2014,2,1,0,0,0,0,0,31,1,0
984,1401081,2014-01-08,1,99.9068767897401,7.0,8.6375,15.0,63.0,0.0,2,8,Wednesday,1,2014,2,1,0,0,0,0,0,31,2,0
989,1401091,2014-01-09,1,113.541525918277,7.0,9.6125,16.0,61.0,0.0,3,9,Thursday,1,2014,2,1,0,0,0,0,0,31,2,0
994,1401101,2014-01-10,1,119.05554059635,7.0,6.6375,17.0,61.0,0.0,4,10,Friday,1,2014,2,1,0,0,0,0,0,31,2,0
999,1401111,2014-01-11,1,127.95986526115,7.0,5.5875,18.0,63.0,0.0,5,11,Saturday,1,2014,2,1,1,0,0,0,0,31,2,0
1004,1401121,2014-01-12,1,83.4017498521773,2.0,5.525,16.0,21.0,0.0,6,12,Sunday,1,2014,2,1,1,0,0,0,0,31,2,0
1009,1401131,2014-01-13,1,103.994034974792,8.0,3.1375,10.0,69.0,0.0,0,13,Monday,1,2014,3,1,0,0,0,0,0,31,2,0
1014,1401141,2014-01-14,1,166.347532764571,6.0,4.225,6.0,28.0,0.0,1,14,Tuesday,1,2014,3,1,0,0,0,0,0,31,2,0
1019,1401151,2014-01-15,1,139.042567223334,7.0,3.228571,7.0,28.0,0.0,2,15,Wednesday,1,2014,3,1,0,0,0,0,0,31,3,0
1024,1401161,2014-01-16,1,117.779119691395,8.0,2.7375,9.0,63.0,0.0,3,16,Thursday,1,2014,3,1,0,0,0,0,0,31,3,0
1029,1401171,2014-01-17,1,94.7938386484339,7.0,6.7375,4.0,61.0,0.0,4,17,Friday,1,2014,3,1,0,0,0,0,0,31,3,0
1034,1401181,2014-01-18,1,102.633649837911,7.0,5.8875,8.0,61.0,0.0,5,18,Saturday,1,2014,3,1,1,0,0,0,0,31,3,0
1039,1401191,2014-01-19,1,53.0014671833047,7.0,2.8625,19.0,10.0,0.0,6,19,Sunday,1,2014,3,1,1,0,0,0,0,31,3,0
1044,1401201,2014-01-20,1,99.6819363621683,8.0,0.3875,13.0,61.0,0.0,0,20,Monday,1,2014,4,1,0,0,0,0,0,31,3,0
1049,1401211,2014-01-21,1,116.784600007305,7.0,-0.65,7.0,77.0,0.0,1,21,Tuesday,1,2014,4,1,0,0,0,0,0,31,3,0
1054,1401221,2014-01-22,1,102.344424741026,8.0,-3.1125,14.0,22.0,0.0,2,22,Wednesday,1,2014,4,1,0,0,0,0,0,31,4,0
1059,1401231,2014-01-23,1,105.740276056438,8.0,-3.1875,11.0,22.0,0.0,3,23,Thursday,1,2014,4,1,0,0,0,0,0,31,4,0
1064,1401241,2014-01-24,1,143.164448746188,2.0,-5.1625,13.0,10.0,0.0,4,24,Friday,1,2014,4,1,0,0,0,0,0,31,4,0
1069,1401251,2014-01-25,1,129.09233380561,5.0,-7.0375,8.0,,0.0,5,25,Saturday,1,2014,4,1,1,0,0,0,0,31,4,0
1074,1401261,2014-01-26,1,65.4883238458282,1.0,-8.475,10.0,10.0,0.0,6,26,Sunday,1,2014,4,1,1,0,0,0,0,31,4,0
1079,1401271,2014-01-27,1,177.797639286942,5.0,0.7,9.0,69.0,0.0,0,27,Monday,1,2014,5,1,0,0,0,0,0,31,4,0
1084,1401281,2014-01-28,1,63.9844736113181,7.0,-0.2625,10.0,10.0,0.0,1,28,Tuesday,1,2014,5,1,0,0,0,0,0,31,4,0
1089,1401291,2014-01-29,1,75.1156293987916,7.0,-5.05,13.0,77.0,0.0,2,29,Wednesday,1,2014,5,1,0,0,0,0,0,31,5,0
1094,1401301,2014-01-30,1,140.794194214435,7.0,-4.4875,8.0,77.0,0.0,3,30,Thursday,1,2014,5,1,0,0,0,0,0,31,5,0
1099,1401311,2014-01-31,1,133.303478983532,8.0,-3.6875,7.0,10.0,0.0,4,31,Friday,1,2014,5,1,0,0,1,0,0,31,5,0
1104,1402011,2014-02-01,1,101.932146850505,7.0,3.225,10.0,63.0,0.0,5,32,Saturday,2,2014,5,1,1,1,0,0,0,28,1,0
1109,1402021,2014-02-02,1,76.7574943519772,0.0,5.4875,8.0,,0.0,6,33,Sunday,2,2014,5,1,1,0,0,0,0,28,1,0
1114,1402031,2014-02-03,1,154.323103655617,1.0,3.475,8.0,10.0,0.0,0,34,Monday,2,2014,6,1,0,0,0,0,0,28,1,0
1119,1402041,2014-02-04,1,130.284962020954,5.0,3.925,6.0,10.0,0.0,1,35,Tuesday,2,2014,6,1,0,0,0,0,0,28,1,0
1124,1402051,2014-02-05,1,128.512982776585,4.0,3.675,8.0,10.0,0.0,2,36,Wednesday,2,2014,6,1,0,0,0,0,0,28,1,0
1129,1402061,2014-02-06,1,93.2145715747619,7.0,7.875,11.0,20.0,0.0,3,37,Thursday,2,2014,6,1,0,0,0,0,0,28,1,0
1134,1402071,2014-02-07,1,99.7607356052368,7.0,8.475,15.0,63.0,0.0,4,38,Friday,2,2014,6,1,0,0,0,0,0,28,1,0
1139,1402081,2014-02-08,1,120.862739831777,7.0,6.2875,12.0,61.0,0.0,5,39,Saturday,2,2014,6,1,1,0,0,0,0,28,2,0
1144,1402091,2014-02-09,1,57.0074894928223,5.0,6.7125,15.0,63.0,0.0,6,40,Sunday,2,2014,6,1,1,0,0,0,0,28,2,0
1149,1402101,2014-02-10,1,154.183743327497,2.0,6.6375,9.0,,0.0,0,41,Monday,2,2014,7,1,0,0,0,0,0,28,2,0
1154,1402111,2014-02-11,1,93.60500318626259,7.0,4.925,12.0,61.0,0.0,1,42,Tuesday,2,2014,7,1,0,0,0,0,0,28,2,0
1159,1402121,2014-02-12,1,165.738384661521,4.0,6.1,13.0,10.0,0.0,2,43,Wednesday,2,2014,7,1,0,0,0,0,0,28,2,0
1164,1402131,2014-02-13,1,112.481302733138,5.0,7.45,13.0,,0.0,3,44,Thursday,2,2014,7,1,0,0,0,0,0,28,2,0
1169,1402141,2014-02-14,1,127.922310495651,5.0,5.2125,9.0,10.0,0.0,4,45,Friday,2,2014,7,1,0,0,0,0,0,28,2,0
1174,1402151,2014-02-15,1,169.517528839106,5.0,11.5,15.0,,0.0,5,46,Saturday,2,2014,7,1,1,0,0,0,0,28,3,0
1179,1402161,2014-02-16,1,66.1488570531461,7.0,6.0625,17.0,63.0,0.0,6,47,Sunday,2,2014,7,1,1,0,0,0,0,28,3,0
1184,1402171,2014-02-17,1,139.563931976797,0.0,6.6875,9.0,,0.0,0,48,Monday,2,2014,8,1,0,0,0,0,0,28,3,0
1189,1402181,2014-02-18,1,101.128808084497,7.0,7.8,8.0,10.0,0.0,1,49,Tuesday,2,2014,8,1,0,0,0,0,0,28,3,0
1194,1402191,2014-02-19,1,139.712963296062,7.0,6.325,8.0,61.0,0.0,2,50,Wednesday,2,2014,8,1,0,0,0,0,0,28,3,0
1199,1402201,2014-02-20,1,115.493305434483,6.0,9.1,11.0,10.0,0.0,3,51,Thursday,2,2014,8,1,0,0,0,0,0,28,3,0
1204,1402211,2014-02-21,1,195.749507104036,7.0,7.5125,11.0,61.0,0.0,4,52,Friday,2,2014,8,1,0,0,0,0,0,28,3,0
1209,1402221,2014-02-22,1,138.333592943018,7.0,5.925,11.0,21.0,0.0,5,53,Saturday,2,2014,8,1,1,0,0,0,0,28,4,0
1214,1402231,2014-02-23,1,79.4422222430818,1.0,8.625,12.0,,0.0,6,54,Sunday,2,2014,8,1,1,0,0,0,0,28,4,0
1219,1402241,2014-02-24,1,152.556733984074,1.0,9.4125,11.0,,0.0,0,55,Monday,2,2014,9,1,0,0,0,0,0,28,4,0
1224,1402251,2014-02-25,1,115.741936459404,1.0,10.475,7.0,,0.0,1,56,Tuesday,2,2014,9,1,0,0,0,0,0,28,4,0
1229,1402261,2014-02-26,1,95.0173566075507,5.0,10.1875,8.0,,0.0,2,57,Wednesday,2,2014,9,1,0,0,0,0,0,28,4,0
1234,1402271,2014-02-27,1,142.599019478366,1.0,8.8875,7.0,10.0,0.0,3,58,Thursday,2,2014,9,1,0,0,0,0,0,28,4,0
1239,1402281,2014-02-28,1,121.868073185287,7.0,6.1875,6.0,61.0,0.0,4,59,Friday,2,2014,9,1,0,0,1,0,0,28,4,0
1244,1403011,2014-03-01,1,140.96854447309,2.0,5.075,9.0,10.0,0.0,5,60,Saturday,3,2014,9,1,1,1,0,0,0,31,1,0
1249,1403021,2014-03-02,1,78.304687930775,6.0,6.5625,9.0,10.0,0.0,6,61,Sunday,3,2014,9,1,1,0,0,0,0,31,1,0
1254,1403031,2014-03-03,1,123.816845981151,0.0,9.1875,10.0,5.0,0.0,0,62,Monday,3,2014,10,1,0,0,0,0,0,31,1,0
1259,1403041,2014-03-04,1,110.664379295042,7.0,6.6875,7.0,10.0,0.0,1,63,Tuesday,3,2014,10,1,0,0,0,0,0,31,1,0
1264,1403051,2014-03-05,1,104.010771805795,7.0,4.6875,7.0,28.0,0.0,2,64,Wednesday,3,2014,10,1,0,0,0,0,0,31,1,0
1269,1403061,2014-03-06,1,119.64957040592,3.0,8.925,9.0,10.0,0.0,3,65,Thursday,3,2014,10,1,0,0,0,0,0,31,1,0
1274,1403071,2014-03-07,1,115.297355656246,6.0,11.275,10.0,5.0,0.0,4,66,Friday,3,2014,10,1,0,0,0,0,0,31,1,0
1279,1403081,2014-03-08,1,116.679903321343,0.0,9.9375,6.0,,0.0,5,67,Saturday,3,2014,10,1,1,0,0,0,0,31,2,0
1284,1403091,2014-03-09,1,92.618539664325,0.0,16.4,9.0,,0.0,6,68,Sunday,3,2014,10,1,1,0,0,0,0,31,2,0
1289,1403101,2014-03-10,1,150.516891177572,0.0,15.8,9.0,,0.0,0,69,Monday,3,2014,11,1,0,0,0,0,0,31,2,0
1294,1403111,2014-03-11,1,151.221168841794,0.0,7.85,9.0,,0.0,1,70,Tuesday,3,2014,11,1,0,0,0,0,0,31,2,0
1299,1403121,2014-03-12,1,91.0474158512995,0.0,10.2125,8.0,0.0,0.0,2,71,Wednesday,3,2014,11,1,0,0,0,0,0,31,2,0
1304,1403131,2014-03-13,1,141.400369720196,0.0,13.375,10.0,,0.0,3,72,Thursday,3,2014,11,1,0,0,0,0,0,31,2,0
1309,1403141,2014-03-14,1,123.912083680615,1.0,9.6125,10.0,,0.0,4,73,Friday,3,2014,11,1,0,0,0,0,0,31,2,0
1314,1403151,2014-03-15,1,137.683942432828,4.0,9.0375,27.0,,0.0,5,74,Saturday,3,2014,11,1,1,0,0,0,0,31,3,0
1319,1403161,2014-03-16,1,67.1675793738149,7.0,9.3375,24.0,61.0,0.0,6,75,Sunday,3,2014,11,1,1,0,0,0,0,31,3,0
1324,1403171,2014-03-17,1,141.547905542998,7.0,9.5875,18.0,61.0,0.0,0,76,Monday,3,2014,12,1,0,0,0,0,0,31,3,0
1329,1403181,2014-03-18,1,88.2250444509535,7.0,9.6875,16.0,21.0,0.0,1,77,Tuesday,3,2014,12,1,0,0,0,0,0,31,3,0
1334,1403191,2014-03-19,1,99.6845823880711,7.0,9.45,18.0,61.0,0.0,2,78,Wednesday,3,2014,12,1,0,0,0,0,0,31,3,0
1339,1403201,2014-03-20,1,128.138232106811,0.0,16.2625,13.0,,0.0,3,79,Thursday,3,2014,12,1,0,0,0,0,0,31,3,0
1344,1403211,2014-03-21,1,104.8547456835,7.0,6.8875,14.0,63.0,0.0,4,80,Friday,3,2014,12,1,0,0,0,0,0,31,3,0
1349,1403221,2014-03-22,1,130.851901605861,5.0,8.85,11.0,63.0,0.0,5,81,Saturday,3,2014,12,1,1,0,0,0,0,31,4,0
1354,1403231,2014-03-23,1,71.128447822127,4.0,8.3625,10.0,,0.0,6,82,Sunday,3,2014,12,1,1,0,0,0,0,31,4,0
1359,1403241,2014-03-24,1,174.642338237835,3.0,7.5625,7.0,,0.0,0,83,Monday,3,2014,13,1,0,0,0,0,0,31,4,0
1364,1403251,2014-03-25,1,130.828394911681,2.0,7.725,10.0,21.0,0.0,1,84,Tuesday,3,2014,13,1,0,0,0,0,0,31,4,0
1369,1403261,2014-03-26,1,164.073709880608,5.0,7.85,11.0,21.0,0.0,2,85,Wednesday,3,2014,13,1,0,0,0,0,0,31,4,0
1374,1403271,2014-03-27,1,217.595707302914,6.0,5.1,12.0,,0.0,3,86,Thursday,3,2014,13,1,0,0,0,0,0,31,4,0
1379,1403281,2014-03-28,1,210.364589078685,8.0,5.4,12.0,10.0,0.0,4,87,Friday,3,2014,13,1,0,0,0,0,0,31,4,0
1384,1403291,2014-03-29,1,201.442576014825,3.0,9.375,8.0,10.0,0.0,5,88,Saturday,3,2014,13,1,1,0,0,0,0,31,5,0
1389,1403301,2014-03-30,1,77.0718729480323,0.0,11.2625,8.0,28.0,0.0,6,89,Sunday,3,2014,13,1,1,0,0,0,0,31,5,0
1394,1403311,2014-03-31,1,165.782083579859,7.0,7.4375,4.0,45.0,0.0,0,90,Monday,3,2014,14,1,0,0,1,0,0,31,5,0
1399,1404011,2014-04-01,1,143.934571968464,8.0,5.7625,13.0,10.0,0.0,1,91,Tuesday,4,2014,14,2,0,1,0,0,0,30,1,0
1404,1404021,2014-04-02,1,145.793768476637,2.0,12.45,8.0,10.0,0.0,2,92,Wednesday,4,2014,14,2,0,0,0,0,0,30,1,0
1409,1404031,2014-04-03,1,199.334213779063,3.0,7.6125,15.0,10.0,0.0,3,93,Thursday,4,2014,14,2,0,0,0,0,0,30,1,0
1414,1404041,2014-04-04,1,149.094869799179,6.0,6.45,15.0,0.0,0.0,4,94,Friday,4,2014,14,2,0,0,0,0,0,30,1,0
1419,1404051,2014-04-05,1,166.366651532902,8.0,9.825,5.0,61.0,0.0,5,95,Saturday,4,2014,14,2,1,0,0,0,0,30,1,0
1424,1404061,2014-04-06,1,79.4656989548114,7.0,12.1875,8.0,63.0,0.0,6,96,Sunday,4,2014,14,2,1,0,0,0,0,30,1,0
1429,1404071,2014-04-07,1,175.863088463562,7.0,15.7875,10.0,63.0,0.0,0,97,Monday,4,2014,15,2,0,0,0,0,0,30,1,0
1434,1404081,2014-04-08,1,104.711261779938,7.0,9.8125,19.0,61.0,0.0,1,98,Tuesday,4,2014,15,2,0,0,0,0,0,30,2,0
1439,1404091,2014-04-09,1,168.945582350845,7.0,10.1875,20.0,21.0,0.0,2,99,Wednesday,4,2014,15,2,0,0,0,0,0,30,2,0
1444,1404101,2014-04-10,1,153.689913112803,7.0,9.75,4.0,,0.0,3,100,Thursday,4,2014,15,2,0,0,0,0,0,30,2,0
1449,1404111,2014-04-11,1,150.197974521935,6.0,12.0625,10.0,,0.0,4,101,Friday,4,2014,15,2,0,0,0,0,0,30,2,0
1454,1404121,2014-04-12,1,230.41912840806,4.0,11.2,12.0,0.0,0.0,5,102,Saturday,4,2014,15,2,1,0,0,0,0,30,2,0
1459,1404131,2014-04-13,1,106.9717520005,6.0,11.0125,21.0,,0.0,6,103,Sunday,4,2014,15,2,1,0,0,0,0,30,2,0
1464,1404141,2014-04-14,1,126.41212420811,5.0,8.9,23.0,61.0,0.0,0,104,Monday,4,2014,16,2,0,0,0,0,0,30,2,0
1469,1404151,2014-04-15,1,109.472548649702,0.0,9.9125,15.0,,0.0,1,105,Tuesday,4,2014,16,2,0,0,0,0,0,30,3,0
1474,1404161,2014-04-16,1,110.647041867212,0.0,11.3625,9.0,,0.0,2,106,Wednesday,4,2014,16,2,0,0,0,0,0,30,3,0
1479,1404171,2014-04-17,1,259.250121969818,5.0,14.4,14.0,,0.0,3,107,Thursday,4,2014,16,2,0,0,0,0,0,30,3,0
1484,1404191,2014-04-19,1,290.428956680919,1.0,11.125,13.0,5.0,0.0,5,109,Saturday,4,2014,16,2,1,0,0,0,0,30,3,0
1488,1404201,2014-04-20,1,57.7509189177541,0.0,13.875,15.0,5.0,0.0,6,110,Sunday,4,2014,16,2,1,0,0,0,0,30,3,0
1493,1404211,2014-04-21,1,109.431179378053,4.0,13.425,15.0,0.0,0.0,0,111,Monday,4,2014,17,2,0,0,0,0,0,30,3,0
1498,1404221,2014-04-22,1,169.196248011103,3.0,15.45,10.0,10.0,0.0,1,112,Tuesday,4,2014,17,2,0,0,0,0,0,30,4,0
1502,1404231,2014-04-23,1,162.980101956576,8.0,9.825,11.0,21.0,0.0,2,113,Wednesday,4,2014,17,2,0,0,0,0,0,30,4,0
1507,1404241,2014-04-24,1,155.338780558714,8.0,9.175,11.0,,0.0,3,114,Thursday,4,2014,17,2,0,0,0,0,0,30,4,0
1512,1404251,2014-04-25,1,103.620395874603,0.0,13.5625,12.0,,0.0,4,115,Friday,4,2014,17,2,0,0,0,0,0,30,4,0
1517,1404261,2014-04-26,1,143.988134045973,0.0,15.45,11.0,,0.0,5,116,Saturday,4,2014,17,2,1,0,0,0,0,30,4,0
1522,1404271,2014-04-27,1,67.5791269771508,0.0,16.225,16.0,,0.0,6,117,Sunday,4,2014,17,2,1,0,0,0,0,30,4,0
1527,1404281,2014-04-28,1,142.899118015523,0.0,15.8875,11.0,,0.0,0,118,Monday,4,2014,18,2,0,0,0,0,0,30,4,0
1532,1404291,2014-04-29,1,145.382373304754,0.0,18.0875,8.0,0.0,0.0,1,119,Tuesday,4,2014,18,2,0,0,0,0,0,30,5,0
1537,1404301,2014-04-30,1,168.447583367336,3.0,18.0,8.0,,0.0,2,120,Wednesday,4,2014,18,2,0,0,1,0,0,30,5,0
1542,1405021,2014-05-02,1,194.877300541007,6.0,10.225,13.0,,0.0,4,122,Friday,5,2014,18,2,0,0,0,0,0,31,1,0
1547,1405051,2014-05-05,1,344.712427419033,8.0,10.7125,6.0,21.0,0.0,0,125,Monday,5,2014,19,2,0,0,0,0,0,31,1,0
1552,1405061,2014-05-06,1,117.634364611904,7.0,15.775,9.0,,0.0,1,126,Tuesday,5,2014,19,2,0,0,0,0,0,31,1,0
1557,1405071,2014-05-07,1,90.0459392081919,4.0,14.2125,15.0,65.0,0.0,2,127,Wednesday,5,2014,19,2,0,0,0,0,0,31,1,0
1562,1405081,2014-05-08,1,149.299133313087,7.0,12.45,10.0,63.0,0.0,3,128,Thursday,5,2014,19,2,0,0,0,0,0,31,2,0
1567,1405091,2014-05-09,1,93.4116822522153,6.0,12.3875,10.0,61.0,0.0,4,129,Friday,5,2014,19,2,0,0,0,0,0,31,2,0
1572,1405101,2014-05-10,1,123.724674602317,7.0,13.275,12.0,61.0,0.0,5,130,Saturday,5,2014,19,2,1,0,0,0,0,31,2,0
1577,1405111,2014-05-11,1,61.0065824620734,7.0,11.5625,12.0,63.0,0.0,6,131,Sunday,5,2014,19,2,1,0,0,0,0,31,2,0
1582,1405121,2014-05-12,1,117.63724487723,7.0,12.7,14.0,63.0,0.0,0,132,Monday,5,2014,20,2,0,0,0,0,0,31,2,0
1587,1405131,2014-05-13,1,140.036281903001,7.0,11.5625,15.0,21.0,0.0,1,133,Tuesday,5,2014,20,2,0,0,0,0,0,31,2,0
1592,1405141,2014-05-14,1,107.299783874075,7.0,11.5625,16.0,,0.0,2,134,Wednesday,5,2014,20,2,0,0,0,0,0,31,2,0
1597,1405151,2014-05-15,1,123.833393024816,2.0,13.7875,8.0,,0.0,3,135,Thursday,5,2014,20,2,0,0,0,0,0,31,3,0
1602,1405161,2014-05-16,1,182.247331664509,5.0,13.8875,9.0,,0.0,4,136,Friday,5,2014,20,2,0,0,0,0,0,31,3,0
1607,1405171,2014-05-17,1,128.405482365147,0.0,16.625,8.0,0.0,0.0,5,137,Saturday,5,2014,20,2,1,0,0,0,0,31,3,0
1612,1405181,2014-05-18,1,94.9265718873585,4.0,16.5125,13.0,,0.0,6,138,Sunday,5,2014,20,2,1,0,0,0,0,31,3,0
1617,1405191,2014-05-19,1,108.184039506908,6.0,13.7625,8.0,61.0,0.0,0,139,Monday,5,2014,21,2,0,0,0,0,0,31,3,0
1622,1405201,2014-05-20,1,112.779561925048,0.0,20.725,12.0,,0.0,1,140,Tuesday,5,2014,21,2,0,0,0,0,0,31,3,0
1627,1405211,2014-05-21,1,123.754439846218,2.0,26.8625,8.0,,0.0,2,141,Wednesday,5,2014,21,2,0,0,0,0,0,31,3,0
1632,1405221,2014-05-22,1,116.368035292474,0.0,26.375,8.0,,0.0,3,142,Thursday,5,2014,21,2,0,0,0,0,0,31,4,0
1637,1405231,2014-05-23,1,129.753386763715,7.0,18.0125,12.0,65.0,0.0,4,143,Friday,5,2014,21,2,0,0,0,0,0,31,4,0
1642,1405241,2014-05-24,1,117.223121200496,2.0,17.9625,8.0,,0.0,5,144,Saturday,5,2014,21,2,1,0,0,0,0,31,4,0
1647,1405251,2014-05-25,1,85.7502216285052,2.0,20.4625,11.0,,0.0,6,145,Sunday,5,2014,21,2,1,0,0,0,0,31,4,0
1652,1405261,2014-05-26,1,117.265384467109,0.0,19.9625,13.0,,0.0,0,146,Monday,5,2014,22,2,0,0,0,0,0,31,4,0
1657,1405271,2014-05-27,1,114.85034360851,7.0,12.8875,21.0,21.0,0.0,1,147,Tuesday,5,2014,22,2,0,0,0,0,0,31,4,0
1662,1405281,2014-05-28,1,190.55318445032,7.0,10.2,22.0,21.0,0.0,2,148,Wednesday,5,2014,22,2,0,0,0,0,0,31,4,0
1666,1405291,2014-05-29,1,85.879848415963,4.0,12.7,14.0,,0.0,3,149,Thursday,5,2014,22,2,0,0,0,0,0,31,5,0
1671,1405301,2014-05-30,1,187.239006431102,0.0,17.9625,13.0,,0.0,4,150,Friday,5,2014,22,2,0,0,0,0,0,31,5,0
1676,1405311,2014-05-31,1,171.347524831197,3.0,15.9125,15.0,,0.0,5,151,Saturday,5,2014,22,2,1,0,1,0,0,31,5,0
1681,1406011,2014-06-01,1,93.4027092149433,7.0,13.825,6.0,21.0,0.0,6,152,Sunday,6,2014,22,2,1,1,0,0,0,30,1,0
1686,1406021,2014-06-02,1,199.723160641356,0.0,17.625,9.0,,0.0,0,153,Monday,6,2014,23,2,0,0,0,0,0,30,1,0
1691,1406031,2014-06-03,1,142.538025704362,1.0,20.0,9.0,,0.0,1,154,Tuesday,6,2014,23,2,0,0,0,0,0,30,1,0
1696,1406041,2014-06-04,1,137.397470737802,1.0,21.4875,14.0,,0.0,2,155,Wednesday,6,2014,23,2,0,0,0,0,0,30,1,0
1701,1406051,2014-06-05,1,194.604241155943,5.0,15.0375,18.0,65.0,0.0,3,156,Thursday,6,2014,23,2,0,0,0,0,0,30,1,0
1706,1406061,2014-06-06,1,181.64230467912,3.0,19.3125,12.0,,0.0,4,157,Friday,6,2014,23,2,0,0,0,0,0,30,1,0
1710,1406071,2014-06-07,1,199.282826637538,0.0,17.9625,8.0,,0.0,5,158,Saturday,6,2014,23,2,1,0,0,0,0,30,1,0
1715,1406081,2014-06-08,1,116.13410257794,6.0,22.1,12.0,21.0,0.0,6,159,Sunday,6,2014,23,2,1,0,0,0,0,30,2,0
1720,1406091,2014-06-09,1,110.83826883308,0.0,20.6625,10.0,,0.0,0,160,Monday,6,2014,24,2,0,0,0,0,0,30,2,0
1725,1406101,2014-06-10,1,183.918754774297,1.0,25.7875,9.0,,0.0,1,161,Tuesday,6,2014,24,2,0,0,0,0,0,30,2,0
1730,1406111,2014-06-11,1,149.446544671322,7.0,20.5,8.0,61.0,0.0,2,162,Wednesday,6,2014,24,2,0,0,0,0,0,30,2,0
1735,1406121,2014-06-12,1,139.828728810289,4.0,19.55,12.0,,0.0,3,163,Thursday,6,2014,24,2,0,0,0,0,0,30,2,0
1740,1406131,2014-06-13,1,181.076990157327,7.0,17.45,18.0,21.0,0.0,4,164,Friday,6,2014,24,2,0,0,0,0,0,30,2,0
1745,1406141,2014-06-14,1,198.692957520375,1.0,18.9125,13.0,,0.0,5,165,Saturday,6,2014,24,2,1,0,0,0,0,30,2,0
1750,1406151,2014-06-15,1,54.0249702204705,0.0,19.275,8.0,,0.0,6,166,Sunday,6,2014,24,2,1,0,0,0,0,30,3,0
1755,1406161,2014-06-16,1,162.607017592405,6.0,18.3125,10.0,0.0,0.0,0,167,Monday,6,2014,25,2,0,0,0,0,0,30,3,0
1760,1406171,2014-06-17,1,124.562218396083,1.0,20.375,7.0,,0.0,1,168,Tuesday,6,2014,25,2,0,0,0,0,0,30,3,0
1765,1406181,2014-06-18,1,137.865777862035,3.0,19.3,13.0,,0.0,2,169,Wednesday,6,2014,25,2,0,0,0,0,0,30,3,0
1770,1406191,2014-06-19,1,129.894799169399,7.0,15.2875,19.0,21.0,0.0,3,170,Thursday,6,2014,25,2,0,0,0,0,0,30,3,0
1775,1406201,2014-06-20,1,175.728748384125,7.0,15.9875,16.0,,0.0,4,171,Friday,6,2014,25,2,0,0,0,0,0,30,3,0
1780,1406211,2014-06-21,1,162.410672754329,6.0,15.5125,18.0,61.0,1.0,5,172,Saturday,6,2014,25,2,1,0,0,0,0,30,3,0
1785,1406221,2014-06-22,1,99.6276132843513,5.0,15.7,19.0,,1.0,6,173,Sunday,6,2014,25,2,1,0,0,0,0,30,4,0
1790,1406231,2014-06-23,1,130.997404965594,4.0,16.5,17.0,,1.0,0,174,Monday,6,2014,26,2,0,0,0,0,0,30,4,0
1795,1406241,2014-06-24,1,119.068455962972,7.0,14.3625,7.0,21.0,1.0,1,175,Tuesday,6,2014,26,2,0,0,0,0,0,30,4,0
1800,1406251,2014-06-25,1,114.248639971521,0.0,18.4375,10.0,,1.0,2,176,Wednesday,6,2014,26,2,0,0,0,0,0,30,4,0
1805,1406261,2014-06-26,1,139.644833904018,6.0,17.575,8.0,63.0,1.0,3,177,Thursday,6,2014,26,2,0,0,0,0,0,30,4,0
1810,1406271,2014-06-27,1,149.199619823898,4.0,20.1625,7.0,95.0,1.0,4,178,Friday,6,2014,26,2,0,0,0,0,0,30,4,0
1815,1406281,2014-06-28,1,234.368963456298,6.0,16.9625,6.0,95.0,1.0,5,179,Saturday,6,2014,26,2,1,0,0,0,0,30,4,0
1820,1406291,2014-06-29,1,99.024824945212,7.0,17.3125,8.0,61.0,1.0,6,180,Sunday,6,2014,26,2,1,0,0,0,0,30,5,0
1825,1406301,2014-06-30,1,171.873065791742,3.0,18.3375,12.0,,0.0,0,181,Monday,6,2014,27,2,0,0,1,0,0,30,5,0
1830,1407011,2014-07-01,1,79.4657766414776,6.0,15.6875,14.0,61.0,0.0,1,182,Tuesday,7,2014,27,3,0,1,0,0,0,31,1,0
1835,1407021,2014-07-02,1,130.353573545155,6.0,17.1125,15.0,,0.0,2,183,Wednesday,7,2014,27,3,0,0,0,0,0,31,1,0
1840,1407031,2014-07-03,1,158.210589058586,7.0,20.4,9.0,,0.0,3,184,Thursday,7,2014,27,3,0,0,0,0,0,31,1,0
1845,1407041,2014-07-04,1,112.903849016111,0.0,26.9375,10.0,,0.0,4,185,Friday,7,2014,27,3,0,0,0,0,0,31,1,0
