,Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Umsatz,KielerWoche,weekday,dayofyear,day_of_week,Product_type,Year,Date,Warengruppe_1.0,Warengruppe_2.0,Warengruppe_3.0,Warengruppe_4.0,Warengruppe_5.0,Warengruppe_6.0,day_of_week_enc_1.0,day_of_week_enc_2.0,day_of_week_enc_3.0,day_of_week_enc_4.0,day_of_week_enc_5.0,day_of_week_enc_6.0,day_of_week_enc_7.0,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Produktgruppe_enc
527,2013-10-16,8.0,12.275,7.0,,1310161.0,146.070583461057,0.0,2.0,289.0,Wednesday,Bread,2013.0,2013-10-16,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
532,2013-10-17,7.0,12.0,15.0,65.0,1310171.0,89.9411837855476,0.0,3.0,290.0,Thursday,Bread,2013.0,2013-10-17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
537,2013-10-18,1.0,9.075,9.0,,1310181.0,111.233698203856,0.0,4.0,291.0,Friday,Bread,2013.0,2013-10-18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
542,2013-10-19,7.0,9.45,9.0,,1310191.0,121.590860465012,0.0,5.0,292.0,Saturday,Bread,2013.0,2013-10-19,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
547,2013-10-20,7.0,15.1875,8.0,21.0,1310201.0,70.1419855298474,0.0,6.0,293.0,Sunday,Bread,2013.0,2013-10-20,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0
552,2013-10-21,7.0,14.2625,8.0,61.0,1310211.0,122.987868193302,0.0,0.0,294.0,Monday,Bread,2013.0,2013-10-21,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
557,2013-10-22,2.0,17.6375,7.0,,1310221.0,111.927088663048,0.0,1.0,295.0,Tuesday,Bread,2013.0,2013-10-22,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
562,2013-10-23,6.0,17.675,9.0,,1310231.0,125.816016210178,0.0,2.0,296.0,Wednesday,Bread,2013.0,2013-10-23,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
567,2013-10-24,5.0,12.6875,12.0,61.0,1310241.0,123.163406361057,0.0,3.0,297.0,Thursday,Bread,2013.0,2013-10-24,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
573,2013-10-25,7.0,11.8875,7.0,61.0,1310251.0,113.661858634409,0.0,4.0,298.0,Friday,Bread,2013.0,2013-10-25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
579,2013-10-26,5.0,16.775,10.0,21.0,1310261.0,161.678805315967,0.0,5.0,299.0,Saturday,Bread,2013.0,2013-10-26,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
585,2013-10-27,6.0,14.9875,16.0,65.0,1310271.0,102.355195816072,0.0,6.0,300.0,Sunday,Bread,2013.0,2013-10-27,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0
591,2013-10-28,7.0,14.3625,29.0,63.0,1310281.0,129.482192717092,0.0,0.0,301.0,Monday,Bread,2013.0,2013-10-28,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
596,2013-10-29,7.0,10.775,17.0,63.0,1310291.0,112.285893935052,0.0,1.0,302.0,Tuesday,Bread,2013.0,2013-10-29,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
602,2013-10-30,6.0,10.4375,10.0,61.0,1310301.0,121.506077008915,0.0,2.0,303.0,Wednesday,Bread,2013.0,2013-10-30,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
608,2013-10-31,5.0,11.1625,13.0,21.0,1310311.0,133.723541287582,0.0,3.0,304.0,Thursday,Bread,2013.0,2013-10-31,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
614,2013-11-01,8.0,10.625,9.0,63.0,1311011.0,100.182160485504,0.0,4.0,305.0,Friday,Bread,2013.0,2013-11-01,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
620,2013-11-02,8.0,8.8875,3.0,63.0,1311021.0,149.172348030766,0.0,5.0,306.0,Saturday,Bread,2013.0,2013-11-02,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
626,2013-11-03,6.0,10.7,15.0,21.0,1311031.0,97.4532740046654,0.0,6.0,307.0,Sunday,Bread,2013.0,2013-11-03,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
632,2013-11-04,7.0,6.8375,7.0,63.0,1311041.0,137.864260444157,0.0,0.0,308.0,Monday,Bread,2013.0,2013-11-04,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
637,2013-11-05,4.0,8.9,12.0,61.0,1311051.0,103.700267261952,0.0,1.0,309.0,Tuesday,Bread,2013.0,2013-11-05,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
643,2013-11-06,4.0,8.1375,12.0,63.0,1311061.0,109.097001107423,0.0,2.0,310.0,Wednesday,Bread,2013.0,2013-11-06,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
649,2013-11-07,6.0,9.5,10.0,61.0,1311071.0,118.470603286455,0.0,3.0,311.0,Thursday,Bread,2013.0,2013-11-07,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
655,2013-11-08,3.0,9.325,9.0,,1311081.0,132.796244239256,0.0,4.0,312.0,Friday,Bread,2013.0,2013-11-08,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
661,2013-11-09,5.0,7.7,16.0,63.0,1311091.0,99.9317959514759,0.0,5.0,313.0,Saturday,Bread,2013.0,2013-11-09,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
667,2013-11-10,2.0,6.9875,12.0,63.0,1311101.0,108.561660295105,0.0,6.0,314.0,Sunday,Bread,2013.0,2013-11-10,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
673,2013-11-11,2.0,8.3125,5.0,,1311111.0,124.580485617569,0.0,0.0,315.0,Monday,Bread,2013.0,2013-11-11,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
679,2013-11-12,7.0,5.9375,9.0,61.0,1311121.0,111.970870543294,0.0,1.0,316.0,Tuesday,Bread,2013.0,2013-11-12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
685,2013-11-13,1.0,8.8,12.0,0.0,1311131.0,78.0382483442215,0.0,2.0,317.0,Wednesday,Bread,2013.0,2013-11-13,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
691,2013-11-14,5.0,6.9375,9.0,21.0,1311141.0,121.180219705286,0.0,3.0,318.0,Thursday,Bread,2013.0,2013-11-14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
697,2013-11-15,7.0,6.45,6.0,21.0,1311151.0,122.76929773359,0.0,4.0,319.0,Friday,Bread,2013.0,2013-11-15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
703,2013-11-16,8.0,8.875,12.0,,1311161.0,126.793397398979,0.0,5.0,320.0,Saturday,Bread,2013.0,2013-11-16,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
709,2013-11-17,2.0,8.8875,8.0,0.0,1311171.0,74.3945185864517,0.0,6.0,321.0,Sunday,Bread,2013.0,2013-11-17,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
715,2013-11-18,7.0,6.65,5.0,63.0,1311181.0,129.109032642028,0.0,0.0,322.0,Monday,Bread,2013.0,2013-11-18,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
721,2013-11-19,8.0,5.8375,8.0,61.0,1311191.0,106.906118646237,0.0,1.0,323.0,Tuesday,Bread,2013.0,2013-11-19,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
727,2013-11-20,6.0,3.85,6.0,,1311201.0,124.324612351715,0.0,2.0,324.0,Wednesday,Bread,2013.0,2013-11-20,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
733,2013-11-21,2.0,3.275,8.0,10.0,1311211.0,144.359927455555,0.0,3.0,325.0,Thursday,Bread,2013.0,2013-11-21,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
739,2013-11-22,7.0,5.375,10.0,21.0,1311221.0,107.962731413831,0.0,4.0,326.0,Friday,Bread,2013.0,2013-11-22,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
745,2013-11-23,3.0,4.9125,6.0,,1311231.0,96.5196766761341,0.0,5.0,327.0,Saturday,Bread,2013.0,2013-11-23,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
751,2013-11-24,0.0,4.6,16.0,,1311241.0,76.4120061231823,0.0,6.0,328.0,Sunday,Bread,2013.0,2013-11-24,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
757,2013-11-25,0.0,3.7,10.0,,1311251.0,129.81992805086,0.0,0.0,329.0,Monday,Bread,2013.0,2013-11-25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
763,2013-11-26,2.0,2.3125,6.0,,1311261.0,123.431703158233,0.0,1.0,330.0,Tuesday,Bread,2013.0,2013-11-26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
769,2013-11-27,8.0,7.3125,12.0,61.0,1311271.0,93.5321454303922,0.0,2.0,331.0,Wednesday,Bread,2013.0,2013-11-27,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
775,2013-11-28,2.0,8.025,18.0,,1311281.0,128.842426194061,0.0,3.0,332.0,Thursday,Bread,2013.0,2013-11-28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
781,2013-11-29,8.0,5.9875,11.0,63.0,1311291.0,104.966463375073,0.0,4.0,333.0,Friday,Bread,2013.0,2013-11-29,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
787,2013-11-30,7.0,5.525,10.0,20.0,1311301.0,104.09003869481,0.0,5.0,334.0,Saturday,Bread,2013.0,2013-11-30,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
792,2013-12-01,5.0,8.6625,20.0,61.0,1312011.0,68.0762231823542,0.0,6.0,335.0,Sunday,Bread,2013.0,2013-12-01,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0
798,2013-12-02,0.0,3.0625,4.0,10.0,1312021.0,113.931498716313,0.0,0.0,336.0,Monday,Bread,2013.0,2013-12-02,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
804,2013-12-03,8.0,1.7125,6.0,28.0,1312031.0,94.7658652080226,0.0,1.0,337.0,Tuesday,Bread,2013.0,2013-12-03,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
810,2013-12-04,7.0,5.85,11.0,63.0,1312041.0,128.922855106228,0.0,2.0,338.0,Wednesday,Bread,2013.0,2013-12-04,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
816,2013-12-05,7.0,4.4625,24.0,63.0,1312051.0,120.974699669869,0.0,3.0,339.0,Thursday,Bread,2013.0,2013-12-05,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
822,2013-12-06,6.0,1.7875,25.0,73.0,1312061.0,112.015650593347,0.0,4.0,340.0,Friday,Bread,2013.0,2013-12-06,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
828,2013-12-07,5.0,1.0,11.0,22.0,1312071.0,121.408564819885,0.0,5.0,341.0,Saturday,Bread,2013.0,2013-12-07,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
834,2013-12-08,8.0,6.975,16.0,63.0,1312081.0,36.2650169585334,0.0,6.0,342.0,Sunday,Bread,2013.0,2013-12-08,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0
840,2013-12-09,7.0,9.2375,10.0,45.0,1312091.0,134.680550018524,0.0,0.0,343.0,Monday,Bread,2013.0,2013-12-09,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
846,2013-12-10,7.0,7.1875,8.0,61.0,1312101.0,104.352034970751,0.0,1.0,344.0,Tuesday,Bread,2013.0,2013-12-10,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
852,2013-12-11,7.0,5.025,9.0,10.0,1312111.0,85.9079819233536,0.0,2.0,345.0,Wednesday,Bread,2013.0,2013-12-11,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
858,2013-12-12,8.0,2.525,8.0,28.0,1312121.0,88.2075449690532,0.0,3.0,346.0,Thursday,Bread,2013.0,2013-12-12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
864,2013-12-13,7.0,3.5375,6.0,61.0,1312131.0,85.5324935340658,0.0,4.0,347.0,Friday,Bread,2013.0,2013-12-13,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
869,2013-12-14,7.0,3.0125,7.0,61.0,1312141.0,120.787742012371,0.0,5.0,348.0,Saturday,Bread,2013.0,2013-12-14,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
874,2013-12-15,8.0,7.925,12.0,61.0,1312151.0,71.5352172710921,0.0,6.0,349.0,Sunday,Bread,2013.0,2013-12-15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0
880,2013-12-16,8.0,8.775,12.0,,1312161.0,120.791211521354,0.0,0.0,350.0,Monday,Bread,2013.0,2013-12-16,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
886,2013-12-17,8.0,4.95,8.0,61.0,1312171.0,74.6283250889016,0.0,1.0,351.0,Tuesday,Bread,2013.0,2013-12-17,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
892,2013-12-18,7.0,6.85,8.0,10.0,1312181.0,86.4115250991858,0.0,2.0,352.0,Wednesday,Bread,2013.0,2013-12-18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
898,2013-12-19,7.0,7.4,10.0,63.0,1312191.0,101.589644453608,0.0,3.0,353.0,Thursday,Bread,2013.0,2013-12-19,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
904,2013-12-20,7.0,5.2875,10.0,61.0,1312201.0,114.601001275823,0.0,4.0,354.0,Friday,Bread,2013.0,2013-12-20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
