,Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,weekday,dayofyear,day_of_week
1822,2014-04-06,7.0,12.1875,8,63.0,1404061.0,1.0,79.4656989548114,,6,96,Sunday
1827,2014-04-07,7.0,15.7875,10,63.0,1404071.0,1.0,175.863088463562,,0,97,Monday
1832,2014-04-08,7.0,9.8125,19,61.0,1404081.0,1.0,104.711261779938,,1,98,Tuesday
1837,2014-04-09,7.0,10.1875,20,21.0,1404091.0,1.0,168.945582350845,,2,99,Wednesday
1842,2014-04-10,7.0,9.75,4,,1404101.0,1.0,153.689913112803,,3,100,Thursday
1847,2014-04-11,6.0,12.0625,10,,1404111.0,1.0,150.197974521935,,4,101,Friday
1852,2014-04-12,4.0,11.2,12,0.0,1404121.0,1.0,230.41912840806,,5,102,Saturday
1857,2014-04-13,6.0,11.0125,21,,1404131.0,1.0,106.9717520005,,6,103,Sunday
1862,2014-04-14,5.0,8.9,23,61.0,1404141.0,1.0,126.41212420811,,0,104,Monday
1867,2014-04-15,0.0,9.9125,15,,1404151.0,1.0,109.472548649702,,1,105,Tuesday
1872,2014-04-16,0.0,11.3625,9,,1404161.0,1.0,110.647041867212,,2,106,Wednesday
1877,2014-04-17,5.0,14.4,14,,1404171.0,1.0,259.250121969818,,3,107,Thursday
1883,2014-04-19,1.0,11.125,13,5.0,1404191.0,1.0,290.428956680919,,5,109,Saturday
1887,2014-04-20,0.0,13.875,15,5.0,1404201.0,1.0,57.7509189177541,,6,110,Sunday
1892,2014-04-21,4.0,13.425,15,0.0,1404211.0,1.0,109.431179378053,,0,111,Monday
1897,2014-04-22,3.0,15.45,10,10.0,1404221.0,1.0,169.196248011103,,1,112,Tuesday
1901,2014-04-23,8.0,9.825,11,21.0,1404231.0,1.0,162.980101956576,,2,113,Wednesday
1906,2014-04-24,8.0,9.175,11,,1404241.0,1.0,155.338780558714,,3,114,Thursday
1911,2014-04-25,0.0,13.5625,12,,1404251.0,1.0,103.620395874603,,4,115,Friday
1916,2014-04-26,0.0,15.45,11,,1404261.0,1.0,143.988134045973,,5,116,Saturday
1921,2014-04-27,0.0,16.225,16,,1404271.0,1.0,67.5791269771508,,6,117,Sunday
1926,2014-04-28,0.0,15.8875,11,,1404281.0,1.0,142.899118015523,,0,118,Monday
1931,2014-04-29,0.0,18.0875,8,0.0,1404291.0,1.0,145.382373304754,,1,119,Tuesday
1936,2014-04-30,3.0,18.0,8,,1404301.0,1.0,168.447583367336,,2,120,Wednesday
1942,2014-05-02,6.0,10.225,13,,1405021.0,1.0,194.877300541007,,4,122,Friday
1949,2014-05-05,8.0,10.7125,6,21.0,1405051.0,1.0,344.712427419033,,0,125,Monday
1954,2014-05-06,7.0,15.775,9,,1405061.0,1.0,117.634364611904,,1,126,Tuesday
1959,2014-05-07,4.0,14.2125,15,65.0,1405071.0,1.0,90.0459392081919,,2,127,Wednesday
1964,2014-05-08,7.0,12.45,10,63.0,1405081.0,1.0,149.299133313087,,3,128,Thursday
1969,2014-05-09,6.0,12.3875,10,61.0,1405091.0,1.0,93.4116822522153,,4,129,Friday
1974,2014-05-10,7.0,13.275,12,61.0,1405101.0,1.0,123.724674602317,,5,130,Saturday
1979,2014-05-11,7.0,11.5625,12,63.0,1405111.0,1.0,61.0065824620734,,6,131,Sunday
1984,2014-05-12,7.0,12.7,14,63.0,1405121.0,1.0,117.63724487723,,0,132,Monday
1989,2014-05-13,7.0,11.5625,15,21.0,1405131.0,1.0,140.036281903001,,1,133,Tuesday
1994,2014-05-14,7.0,11.5625,16,,1405141.0,1.0,107.299783874075,,2,134,Wednesday
1999,2014-05-15,2.0,13.7875,8,,1405151.0,1.0,123.833393024816,,3,135,Thursday
2004,2014-05-16,5.0,13.8875,9,,1405161.0,1.0,182.247331664509,,4,136,Friday
2009,2014-05-17,0.0,16.625,8,0.0,1405171.0,1.0,128.405482365147,,5,137,Saturday
2014,2014-05-18,4.0,16.5125,13,,1405181.0,1.0,94.9265718873585,,6,138,Sunday
2019,2014-05-19,6.0,13.7625,8,61.0,1405191.0,1.0,108.184039506908,,0,139,Monday
2024,2014-05-20,0.0,20.725,12,,1405201.0,1.0,112.779561925048,,1,140,Tuesday
2029,2014-05-21,2.0,26.8625,8,,1405211.0,1.0,123.754439846218,,2,141,Wednesday
2034,2014-05-22,0.0,26.375,8,,1405221.0,1.0,116.368035292474,,3,142,Thursday
2039,2014-05-23,7.0,18.0125,12,65.0,1405231.0,1.0,129.753386763715,,4,143,Friday
2044,2014-05-24,2.0,17.9625,8,,1405241.0,1.0,117.223121200496,,5,144,Saturday
2049,2014-05-25,2.0,20.4625,11,,1405251.0,1.0,85.7502216285052,,6,145,Sunday
2054,2014-05-26,0.0,19.9625,13,,1405261.0,1.0,117.265384467109,,0,146,Monday
2059,2014-05-27,7.0,12.8875,21,21.0,1405271.0,1.0,114.85034360851,,1,147,Tuesday
2064,2014-05-28,7.0,10.2,22,21.0,1405281.0,1.0,190.55318445032,,2,148,Wednesday
2068,2014-05-29,4.0,12.7,14,,1405291.0,1.0,85.879848415963,,3,149,Thursday
2073,2014-05-30,0.0,17.9625,13,,1405301.0,1.0,187.239006431102,,4,150,Friday
2078,2014-05-31,3.0,15.9125,15,,1405311.0,1.0,171.347524831197,,5,151,Saturday
2083,2014-06-01,7.0,13.825,6,21.0,1406011.0,1.0,93.4027092149433,,6,152,Sunday
2088,2014-06-02,0.0,17.625,9,,1406021.0,1.0,199.723160641356,,0,153,Monday
2093,2014-06-03,1.0,20.0,9,,1406031.0,1.0,142.538025704362,,1,154,Tuesday
2098,2014-06-04,1.0,21.4875,14,,1406041.0,1.0,137.397470737802,,2,155,Wednesday
2103,2014-06-05,5.0,15.0375,18,65.0,1406051.0,1.0,194.604241155943,,3,156,Thursday
2108,2014-06-06,3.0,19.3125,12,,1406061.0,1.0,181.64230467912,,4,157,Friday
2112,2014-06-07,0.0,17.9625,8,,1406071.0,1.0,199.282826637538,,5,158,Saturday
2117,2014-06-08,6.0,22.1,12,21.0,1406081.0,1.0,116.13410257794,,6,159,Sunday
2122,2014-06-09,0.0,20.6625,10,,1406091.0,1.0,110.83826883308,,0,160,Monday
2127,2014-06-10,1.0,25.7875,9,,1406101.0,1.0,183.918754774297,,1,161,Tuesday
2132,2014-06-11,7.0,20.5,8,61.0,1406111.0,1.0,149.446544671322,,2,162,Wednesday
2137,2014-06-12,4.0,19.55,12,,1406121.0,1.0,139.828728810289,,3,163,Thursday
2142,2014-06-13,7.0,17.45,18,21.0,1406131.0,1.0,181.076990157327,,4,164,Friday
2147,2014-06-14,1.0,18.9125,13,,1406141.0,1.0,198.692957520375,,5,165,Saturday
2152,2014-06-15,0.0,19.275,8,,1406151.0,1.0,54.0249702204705,,6,166,Sunday
2157,2014-06-16,6.0,18.3125,10,0.0,1406161.0,1.0,162.607017592405,,0,167,Monday
2162,2014-06-17,1.0,20.375,7,,1406171.0,1.0,124.562218396083,,1,168,Tuesday
2167,2014-06-18,3.0,19.3,13,,1406181.0,1.0,137.865777862035,,2,169,Wednesday
2172,2014-06-19,7.0,15.2875,19,21.0,1406191.0,1.0,129.894799169399,,3,170,Thursday
2177,2014-06-20,7.0,15.9875,16,,1406201.0,1.0,175.728748384125,,4,171,Friday
2182,2014-06-21,6.0,15.5125,18,61.0,1406211.0,1.0,162.410672754329,1.0,5,172,Saturday
2187,2014-06-22,5.0,15.7,19,,1406221.0,1.0,99.6276132843513,1.0,6,173,Sunday
2192,2014-06-23,4.0,16.5,17,,1406231.0,1.0,130.997404965594,1.0,0,174,Monday
2197,2014-06-24,7.0,14.3625,7,21.0,1406241.0,1.0,119.068455962972,1.0,1,175,Tuesday
2202,2014-06-25,0.0,18.4375,10,,1406251.0,1.0,114.248639971521,1.0,2,176,Wednesday
2207,2014-06-26,6.0,17.575,8,63.0,1406261.0,1.0,139.644833904018,1.0,3,177,Thursday
2212,2014-06-27,4.0,20.1625,7,95.0,1406271.0,1.0,149.199619823898,1.0,4,178,Friday
2217,2014-06-28,6.0,16.9625,6,95.0,1406281.0,1.0,234.368963456298,1.0,5,179,Saturday
2222,2014-06-29,7.0,17.3125,8,61.0,1406291.0,1.0,99.024824945212,1.0,6,180,Sunday
2227,2014-06-30,3.0,18.3375,12,,1406301.0,1.0,171.873065791742,,0,181,Monday
2232,2014-07-01,6.0,15.6875,14,61.0,1407011.0,1.0,79.4657766414776,,1,182,Tuesday
2237,2014-07-02,6.0,17.1125,15,,1407021.0,1.0,130.353573545155,,2,183,Wednesday
2242,2014-07-03,7.0,20.4,9,,1407031.0,1.0,158.210589058586,,3,184,Thursday
2247,2014-07-04,0.0,26.9375,10,,1407041.0,1.0,112.903849016111,,4,185,Friday
2252,2014-07-05,6.0,24.5875,10,65.0,1407051.0,1.0,150.979319145129,,5,186,Saturday
2257,2014-07-06,5.0,25.2375,6,,1407061.0,1.0,84.8042447667398,,6,187,Sunday
2262,2014-07-07,5.0,20.8,10,,1407071.0,1.0,142.241358541915,,0,188,Monday
2267,2014-07-08,7.0,19.6,15,63.0,1407081.0,1.0,109.606492090567,,1,189,Tuesday
2272,2014-07-09,0.0,24.65,24,5.0,1407091.0,1.0,116.752191041734,,2,190,Wednesday
2277,2014-07-10,0.0,24.757142,18,0.0,1407101.0,1.0,132.724706258412,,3,191,Thursday
2282,2014-07-11,1.0,22.9375,18,,1407111.0,1.0,180.711513583786,,4,192,Friday
2287,2014-07-12,0.0,20.375,12,,1407121.0,1.0,142.331090508761,,5,193,Saturday
2292,2014-07-13,7.0,18.6,10,61.0,1407131.0,1.0,80.4531140833734,,6,194,Sunday
2297,2014-07-14,7.0,19.45,15,63.0,1407141.0,1.0,153.698550894933,,0,195,Monday
2302,2014-07-15,6.0,22.2625,9,,1407151.0,1.0,157.385041577792,,1,196,Tuesday
2307,2014-07-16,6.0,19.4125,7,,1407161.0,1.0,158.680478444563,,2,197,Wednesday
2312,2014-07-17,4.0,22.7625,7,,1407171.0,1.0,160.5229296933,,3,198,Thursday
2317,2014-07-18,1.0,26.05,10,,1407181.0,1.0,119.811042532772,,4,199,Friday
2322,2014-07-19,0.0,28.0625,13,,1407191.0,1.0,144.785544515647,,5,200,Saturday
2327,2014-07-20,3.0,24.3125,15,,1407201.0,1.0,111.990298336233,,6,201,Sunday
2332,2014-07-21,0.0,23.4875,19,5.0,1407211.0,1.0,137.703002341753,,0,202,Monday
2337,2014-07-22,0.0,24.9875,14,,1407221.0,1.0,152.134170467115,,1,203,Tuesday
2342,2014-07-23,0.0,25.0,14,,1407231.0,1.0,144.39193026197,,2,204,Wednesday
2347,2014-07-24,0.0,24.8375,11,,1407241.0,1.0,163.309889093623,,3,205,Thursday
2352,2014-07-25,0.0,26.325,18,,1407251.0,1.0,145.131799090901,,4,206,Friday
2357,2014-07-26,6.0,22.375,10,21.0,1407261.0,1.0,171.321523510186,,5,207,Saturday
2362,2014-07-27,3.0,25.55,12,21.0,1407271.0,1.0,90.1816334935297,,6,208,Sunday
2367,2014-07-28,0.0,24.7625,7,,1407281.0,1.0,157.813837411395,,0,209,Monday
2372,2014-07-29,0.0,25.35,10,,1407291.0,1.0,144.455051194281,,1,210,Tuesday
2377,2014-07-30,6.0,22.925,12,,1407301.0,1.0,137.868369774792,,2,211,Wednesday
2381,2014-07-31,3.0,22.4375,12,21.0,1407311.0,1.0,174.333709830106,,3,212,Thursday
2385,2014-08-01,1.0,26.725,8,,1408011.0,1.0,153.966193788182,,4,213,Friday
2390,2014-08-02,2.0,26.0875,12,,1408021.0,1.0,189.444073316264,,5,214,Saturday
2395,2014-08-03,5.0,23.0875,9,63.0,1408031.0,1.0,75.380692980006,,6,215,Sunday
2400,2014-08-04,6.0,22.5125,8,,1408041.0,1.0,190.631341627449,,0,216,Monday
2405,2014-08-05,5.0,23.0875,10,,1408051.0,1.0,158.481203915988,,1,217,Tuesday
2409,2014-08-06,0.0,22.825,10,,1408061.0,1.0,140.003286627353,,2,218,Wednesday
2414,2014-08-07,7.0,20.3125,6,61.0,1408071.0,1.0,172.493580385229,,3,219,Thursday
2419,2014-08-08,3.0,22.725,8,,1408081.0,1.0,194.226703064487,,4,220,Friday
2423,2014-08-09,6.0,20.1,17,61.0,1408091.0,1.0,216.790146013299,,5,221,Saturday
2427,2014-08-10,6.0,23.1,12,,1408101.0,1.0,98.5919510239083,,6,222,Sunday
2432,2014-08-11,4.0,20.075,13,21.0,1408111.0,1.0,186.843287518034,,0,223,Monday
2437,2014-08-12,5.0,16.9125,12,95.0,1408121.0,1.0,155.633056469153,,1,224,Tuesday
2442,2014-08-13,2.0,20.9375,10,,1408131.0,1.0,129.960879412869,,2,225,Wednesday
2447,2014-08-14,7.0,18.05,10,65.0,1408141.0,1.0,162.312059256018,,3,226,Thursday
2452,2014-08-15,6.0,18.3625,8,61.0,1408151.0,1.0,232.668688554884,,4,227,Friday
2457,2014-08-16,6.0,17.2,15,61.0,1408161.0,1.0,229.321098599377,,5,228,Saturday
2463,2014-08-18,6.0,15.2,15,61.0,1408181.0,1.0,204.943578961263,,0,230,Monday
2468,2014-08-19,6.0,14.0875,12,61.0,1408191.0,1.0,157.516513226105,,1,231,Tuesday
2473,2014-08-20,5.0,15.675,17,21.0,1408201.0,1.0,175.194857952978,,2,232,Wednesday
2478,2014-08-21,5.0,16.2625,11,21.0,1408211.0,1.0,177.59614021373,,3,233,Thursday
2483,2014-08-22,7.0,16.325,12,61.0,1408221.0,1.0,196.422158119718,,4,234,Friday
2488,2014-08-23,4.0,15.9875,11,21.0,1408231.0,1.0,226.633053661476,,5,235,Saturday
2493,2014-08-24,3.0,16.3125,20,21.0,1408241.0,1.0,151.925968486667,,6,236,Sunday
2498,2014-08-25,5.0,14.7875,13,65.0,1408251.0,1.0,202.245341655226,,0,237,Monday
2503,2014-08-26,3.0,17.325,7,,1408261.0,1.0,143.842260185182,,1,238,Tuesday
2508,2014-08-27,1.0,19.875,9,,1408271.0,1.0,141.124540763453,,2,239,Wednesday
2513,2014-08-28,0.0,19.75,9,0.0,1408281.0,1.0,147.59794847913,,3,240,Thursday
2518,2014-08-29,5.0,19.125,12,63.0,1408291.0,1.0,119.001507763099,,4,241,Friday
2523,2014-08-30,7.0,17.75,9,61.0,1408301.0,1.0,162.81504486744,,5,242,Saturday
2528,2014-08-31,7.0,16.375,8,21.0,1408311.0,1.0,136.994199378168,,6,243,Sunday
2533,2014-09-01,7.0,17.875,12,61.0,1409011.0,1.0,192.583927536972,,0,244,Monday
2537,2014-09-02,2.0,18.375,13,,1409021.0,1.0,93.4032112729648,,1,245,Tuesday
2542,2014-09-03,2.0,18.75,13,,1409031.0,1.0,128.100882145258,,2,246,Wednesday
2547,2014-09-04,0.0,20.0,15,,1409041.0,1.0,118.732274802375,,3,247,Thursday
2552,2014-09-05,2.0,21.375,10,,1409051.0,1.0,168.798990410438,,4,248,Friday
2557,2014-09-06,2.0,24.0,5,,1409061.0,1.0,165.47761720592,,5,249,Saturday
2562,2014-09-07,5.0,20.0,6,21.0,1409071.0,1.0,48.9648440975496,,6,250,Sunday
2567,2014-09-08,4.0,17.375,12,21.0,1409081.0,1.0,177.361261107402,,0,251,Monday
2572,2014-09-09,6.0,17.125,16,63.0,1409091.0,1.0,128.017374563252,,1,252,Tuesday
2577,2014-09-10,2.0,18.625,12,,1409101.0,1.0,173.546299647139,,2,253,Wednesday
2581,2014-09-11,4.0,17.375,13,,1409111.0,1.0,165.169051552497,,3,254,Thursday
2586,2014-09-12,1.0,18.25,11,,1409121.0,1.0,130.3659563908,,4,255,Friday
2591,2014-09-13,7.0,17.0,12,,1409131.0,1.0,152.497010928097,,5,256,Saturday
2596,2014-09-14,7.0,17.625,14,61.0,1409141.0,1.0,60.5960658536456,,6,257,Sunday
2601,2014-09-15,2.0,19.75,13,,1409151.0,1.0,154.556691403417,,0,258,Monday
2606,2014-09-16,0.0,20.125,13,,1409161.0,1.0,106.657464651771,,1,259,Tuesday
2611,2014-09-17,1.0,19.875,18,,1409171.0,1.0,140.230426469916,,2,260,Wednesday
2616,2014-09-18,0.0,20.5,13,,1409181.0,1.0,168.767383241785,,3,261,Thursday
2621,2014-09-19,0.0,20.75,9,5.0,1409191.0,1.0,140.144453118865,,4,262,Friday
2626,2014-09-20,3.0,19.375,7,10.0,1409201.0,1.0,197.959086294477,,5,263,Saturday
2631,2014-09-21,4.0,17.0,15,21.0,1409211.0,1.0,80.5859142164798,,6,264,Sunday
2636,2014-09-22,6.0,13.0,17,21.0,1409221.0,1.0,134.865103794751,,0,265,Monday
2640,2014-09-23,4.0,14.75,6,,1409231.0,1.0,140.774695330895,,1,266,Tuesday
2645,2014-09-24,7.0,15.375,10,63.0,1409241.0,1.0,108.711123767423,,2,267,Wednesday
2650,2014-09-25,7.0,14.5,17,61.0,1409251.0,1.0,108.067086651751,,3,268,Thursday
2655,2014-09-26,7.0,16.75,13,61.0,1409261.0,1.0,117.377429960871,,4,269,Friday
2660,2014-09-27,2.0,16.375,14,,1409271.0,1.0,139.171163845637,,5,270,Saturday
2665,2014-09-28,4.0,18.5,7,,1409281.0,1.0,60.4829614839036,,6,271,Sunday
2670,2014-09-29,6.0,18.125,6,,1409291.0,1.0,146.640779180328,,0,272,Monday
2675,2014-09-30,7.0,16.5,5,61.0,1409301.0,1.0,125.317010604255,,1,273,Tuesday
2680,2014-10-01,6.0,17.75,6,10.0,1410011.0,1.0,159.473253138624,,2,274,Wednesday
2685,2014-10-02,6.0,18.0,6,,1410021.0,1.0,183.411275500045,,3,275,Thursday
2690,2014-10-03,3.0,20.0,6,10.0,1410031.0,1.0,62.591191559266,,4,276,Friday
2695,2014-10-04,0.0,18.5,8,5.0,1410041.0,1.0,194.365187583031,,5,277,Saturday
2700,2014-10-05,1.0,16.25,7,,1410051.0,1.0,82.1342445154272,,6,278,Sunday
2705,2014-10-06,2.0,15.75,15,10.0,1410061.0,1.0,178.335670094664,,0,279,Monday
2710,2014-10-07,7.0,13.0,10,65.0,1410071.0,1.0,141.858863346968,,1,280,Tuesday
2715,2014-10-08,6.0,14.125,10,61.0,1410081.0,1.0,134.873921318631,,2,281,Wednesday
2720,2014-10-09,5.0,17.875,10,,1410091.0,1.0,134.324856819578,,3,282,Thursday
2725,2014-10-10,4.0,16.375,10,,1410101.0,1.0,132.317020180874,,4,283,Friday
2729,2014-10-11,3.0,17.0,5,,1410111.0,1.0,181.071063711796,,5,284,Saturday
2734,2014-10-12,5.0,15.125,7,20.0,1410121.0,1.0,97.9850226394533,,6,285,Sunday
2739,2014-10-13,7.0,12.625,12,63.0,1410131.0,1.0,129.878383258938,,0,286,Monday
2744,2014-10-14,6.0,14.0,5,61.0,1410141.0,1.0,175.011253800233,,1,287,Tuesday
2749,2014-10-15,7.0,13.875,6,21.0,1410151.0,1.0,206.8382090708,,2,288,Wednesday
2754,2014-10-16,7.0,13.5,6,61.0,1410161.0,1.0,147.570549356915,,3,289,Thursday
2759,2014-10-17,7.0,14.375,10,65.0,1410171.0,1.0,144.357853437456,,4,290,Friday
2764,2014-10-18,7.0,15.25,7,21.0,1410181.0,1.0,158.152130377889,,5,291,Saturday
2769,2014-10-19,7.0,17.375,13,95.0,1410191.0,1.0,58.8534096103563,,6,292,Sunday
2774,2014-10-20,6.0,14.625,18,61.0,1410201.0,1.0,158.382558902343,,0,293,Monday
2779,2014-10-21,7.0,12.5,9,63.0,1410211.0,1.0,125.363981222897,,1,294,Tuesday
2784,2014-10-22,6.0,13.0,12,0.0,1410221.0,1.0,127.765051280508,,2,295,Wednesday
2789,2014-10-23,6.0,13.125,7,0.0,1410231.0,1.0,144.21773201944,,3,296,Thursday
2794,2014-10-24,7.0,13.5,9,,1410241.0,1.0,203.173639154115,,4,297,Friday
2800,2014-10-25,7.0,12.125,7,61.0,1410251.0,1.0,191.425316581712,,5,298,Saturday
2805,2014-10-26,5.0,12.75,9,0.0,1410261.0,1.0,116.487886781866,,6,299,Sunday
2811,2014-10-27,2.0,14.5,9,,1410271.0,1.0,121.416970836256,,0,300,Monday
2817,2014-10-28,0.0,13.875,8,,1410281.0,1.0,136.094268676769,,1,301,Tuesday
2823,2014-10-29,7.0,8.375,7,20.0,1410291.0,1.0,103.569554336818,,2,302,Wednesday
2828,2014-10-30,2.0,10.625,5,10.0,1410301.0,1.0,122.18216764664,,3,303,Thursday
2834,2014-10-31,8.0,12.875,5,10.0,1410311.0,1.0,132.486279254048,,4,304,Friday
2839,2014-11-01,2.0,16.5,8,0.0,1411011.0,1.0,142.507059241702,,5,305,Saturday
2845,2014-11-02,3.0,15.375,10,21.0,1411021.0,1.0,99.288586999622,,6,306,Sunday
2851,2014-11-03,4.0,13.75,12,0.0,1411031.0,1.0,137.822879577546,,0,307,Monday
2857,2014-11-04,7.0,11.625,8,61.0,1411041.0,1.0,103.123747563607,,1,308,Tuesday
2863,2014-11-05,7.0,9.5,11,61.0,1411051.0,1.0,113.078967477055,,2,309,Wednesday
2869,2014-11-06,5.0,8.875,10,0.0,1411061.0,1.0,138.399464430445,,3,310,Thursday
2875,2014-11-07,0.0,8.625,9,10.0,1411071.0,1.0,125.3258349714,,4,311,Friday
2881,2014-11-08,6.0,10.25,8,,1411081.0,1.0,165.663474985222,,5,312,Saturday
2887,2014-11-09,3.0,10.625,8,,1411091.0,1.0,118.446930009839,,6,313,Sunday
2893,2014-11-10,6.0,8.75,7,61.0,1411101.0,1.0,132.450933802593,,0,314,Monday
2899,2014-11-11,2.0,8.625,7,10.0,1411111.0,1.0,122.885078853966,,1,315,Tuesday
2905,2014-11-12,7.0,9.75,10,10.0,1411121.0,1.0,95.3481999188746,,2,316,Wednesday
2911,2014-11-13,7.0,10.75,4,28.0,1411131.0,1.0,143.750350209673,,3,317,Thursday
2917,2014-11-14,7.0,10.75,10,10.0,1411141.0,1.0,133.77429991274,,4,318,Friday
2923,2014-11-15,8.0,9.25,14,10.0,1411151.0,1.0,157.956829595601,,5,319,Saturday
2929,2014-11-16,7.0,8.0,14,61.0,1411161.0,1.0,69.2794517983636,,6,320,Sunday
2935,2014-11-17,7.0,9.625,7,10.0,1411171.0,1.0,138.752246637463,,0,321,Monday
2940,2014-11-18,7.0,8.875,13,61.0,1411181.0,1.0,134.68843263499,,1,322,Tuesday
2946,2014-11-19,7.0,8.5,11,61.0,1411191.0,1.0,131.262024072649,,2,323,Wednesday
2951,2014-11-20,5.0,6.125,7,0.0,1411201.0,1.0,131.314789763352,,3,324,Thursday
2957,2014-11-21,6.0,6.5,5,61.0,1411211.0,1.0,142.895603194534,,4,325,Friday
2963,2014-11-22,7.0,5.75,9,61.0,1411221.0,1.0,92.6616360079896,,5,326,Saturday
2969,2014-11-23,6.0,6.75,7,21.0,1411231.0,1.0,88.8532704507342,,6,327,Sunday
2975,2014-11-24,3.0,9.375,10,0.0,1411241.0,1.0,135.495058395216,,0,328,Monday
2981,2014-11-25,0.0,6.875,4,0.0,1411251.0,1.0,125.776456029191,,1,329,Tuesday
2987,2014-11-26,3.0,5.625,8,,1411261.0,1.0,98.5421347532514,,2,330,Wednesday
2993,2014-11-27,0.0,4.5,10,10.0,1411271.0,1.0,114.36674051771,,3,331,Thursday
2999,2014-11-28,6.0,1.625,16,10.0,1411281.0,1.0,125.770265298128,,4,332,Friday
3005,2014-11-29,8.0,1.0,10,5.0,1411291.0,1.0,143.276224653699,,5,333,Saturday
3011,2014-11-30,8.0,0.0,11,10.0,1411301.0,1.0,70.5238191319592,,6,334,Sunday
3017,2014-12-01,7.0,-2.0,13,10.0,1412011.0,1.0,128.454115308343,,0,335,Monday
3023,2014-12-02,8.0,-3.0,7,10.0,1412021.0,1.0,154.242632883405,,1,336,Tuesday
3029,2014-12-03,7.0,0.625,10,10.0,1412031.0,1.0,133.99080245511,,2,337,Wednesday
3035,2014-12-04,8.0,3.75,9,61.0,1412041.0,1.0,124.167763102648,,3,338,Thursday
3041,2014-12-05,7.0,2.0,7,61.0,1412051.0,1.0,83.5104305885102,,4,339,Friday
3046,2014-12-06,2.0,5.75,7,10.0,1412061.0,1.0,127.894073901772,,5,340,Saturday
3052,2014-12-07,7.0,4.875,12,61.0,1412071.0,1.0,75.5129227390682,,6,341,Sunday
3058,2014-12-08,7.0,3.25,8,61.0,1412081.0,1.0,102.678761832615,,0,342,Monday
3064,2014-12-09,8.0,2.125,9,45.0,1412091.0,1.0,110.476546068652,,1,343,Tuesday
3070,2014-12-10,5.0,4.875,13,61.0,1412101.0,1.0,99.9187171842705,,2,344,Wednesday
3076,2014-12-11,7.0,4.0,12,95.0,1412111.0,1.0,109.754570057738,,3,345,Thursday
3082,2014-12-12,7.0,7.25,18,61.0,1412121.0,1.0,109.142671748118,,4,346,Friday
3088,2014-12-13,5.0,4.75,10,61.0,1412131.0,1.0,124.956684401136,,5,347,Saturday
3094,2014-12-14,4.0,3.5,9,10.0,1412141.0,1.0,102.80557310108,,6,348,Sunday
3100,2014-12-15,7.0,4.75,11,61.0,1412151.0,1.0,96.3136936339829,,0,349,Monday
3106,2014-12-16,8.0,4.625,12,61.0,1412161.0,1.0,97.7685842370004,,1,350,Tuesday
3112,2014-12-17,7.0,3.625,10,61.0,1412171.0,1.0,102.856835442046,,2,351,Wednesday
3118,2014-12-18,7.0,10.0,11,61.0,1412181.0,1.0,112.769700687238,,3,352,Thursday
3123,2014-12-19,5.0,8.125,15,61.0,1412191.0,1.0,100.434605432296,,4,353,Friday
3128,2014-12-20,6.0,5.375,24,21.0,1412201.0,1.0,92.9765497836537,,5,354,Saturday
3133,2014-12-21,6.0,6.625,14,21.0,1412211.0,1.0,74.1776353738615,,6,355,Sunday
3139,2014-12-22,7.0,9.75,21,63.0,1412221.0,1.0,166.062608421996,,0,356,Monday
3145,2014-12-23,7.0,9.125,19,61.0,1412231.0,1.0,184.21718934313,,1,357,Tuesday
3150,2014-12-24,5.0,7.75,21,61.0,1412241.0,1.0,289.724706873301,,2,358,Wednesday
3157,2014-12-27,3.0,-0.25,8,,1412271.0,1.0,133.160219555693,,5,361,Saturday
3163,2014-12-28,1.0,-0.5,7,0.0,1412281.0,1.0,65.5011765409885,,6,362,Sunday
3169,2014-12-29,5.0,0.75,10,0.0,1412291.0,1.0,159.353174871792,,0,363,Monday
3173,2014-12-30,7.0,5.25,9,21.0,1412301.0,1.0,171.900364677079,,1,364,Tuesday
3178,2014-12-31,6.0,7.375,11,61.0,1412311.0,1.0,253.25502096677,,2,365,Wednesday
3183,2015-01-02,6.0,7.75,24,61.0,1501021.0,1.0,171.436480362582,,4,2,Friday
3189,2015-01-03,7.0,4.875,25,69.0,1501031.0,1.0,146.725466464595,,5,3,Saturday
3195,2015-01-04,0.0,4.75,15,,1501041.0,1.0,69.2618750164446,,6,4,Sunday
3201,2015-01-05,8.0,5.875,8,20.0,1501051.0,1.0,159.498680849924,,0,5,Monday
3207,2015-01-06,8.0,3.625,8,10.0,1501061.0,1.0,116.621821467299,,1,6,Tuesday
3213,2015-01-07,6.0,5.75,10,61.0,1501071.0,1.0,116.046870294295,,2,7,Wednesday
3218,2015-01-08,8.0,6.375,9,61.0,1501081.0,1.0,88.9219763738156,,3,8,Thursday
3223,2015-01-09,6.0,7.5,25,63.0,1501091.0,1.0,89.5158553261206,,4,9,Friday
3228,2015-01-10,6.0,10.0,28,61.0,1501101.0,1.0,67.954839483437,,5,10,Saturday
3233,2015-01-11,5.0,4.25,23,61.0,1501111.0,1.0,102.503556455298,,6,11,Sunday
3238,2015-01-12,7.0,7.5,19,61.0,1501121.0,1.0,122.717043089708,,0,12,Monday
3243,2015-01-13,7.0,7.75,14,61.0,1501131.0,1.0,86.441812930424,,1,13,Tuesday
3248,2015-01-14,6.0,3.125,16,71.0,1501141.0,1.0,72.7918398175921,,2,14,Wednesday
